oldcode,state,povrate60,mort_age59_related_postHS,mort_age59_injury_postHS,mort_age59_all_postHS,mort_age25plus_related_postHS,mort_age25plus_injuries_postHS,mort_age59_related_preHS,mort_wh_age59_related_postHS,mort_bl_age59_related_postHS,census1960_pop,census1960_pctsch1417,census1960_pctsch534,census1960_pctsch25plus,census1960_pop1417,census1960_pop534,census1960_pop25plus,census1960_pcturban,census1960_pctblack,census1990_pop,census1990_pop1824,census1990_pop2534,census1990_pop3554,census1990_pop55plus,census1990_pcturban,census1990_pctblack,census1990_percapinc
44127,44,31.23202,0,0,14.52116,180.7717,113.4087,0,0,0,19532,89.4,0.5540739,34.4,1454,8174,11342,63,5.8,16490,0.067738,0.1321407,0.2385688,0.2825349,0.048332323,0.036931474,9910
44128,44,55.21794,8.460953,16.92191,42.30476,156.4333,105.1036,27.51789,8.747375,0,15139,84,0.5538014,23.4,1209,7221,7572,46.6,2.8,12455,0.0794059,0.1393015,0.2081092,0.2684866,0,0.028101164,8229
44129,44,44.17569,3.02581,15.12905,39.33553,164.1197,118.2627,0,0,12.29407,29875,79.6,0.501038,26.6,2043,12043,17894,56.4,29.8,52220,0.083627,0.1540789,0.2655687,0.2013213,0,0.138912294,11567
44130,44,34.90864,0,24.79236,86.77328,141.0581,103.2487,0,0,0,5728,89.6,0.5916808,33.8,365,2356,3558,0,0.7,14589,0.0709439,0.1385976,0.272397,0.254027,0,0.007951196,13426
44131,44,77.38246,0,0,0,120.8094,241.6189,0,0,,819,0,0.4081633,13.5,69,490,384,0,0,460,0.0913043,0.1521739,0.2434783,0.2152174,0,0,9212
44132,44,29.73309,0,0,116.144,159.3988,91.08505,0,0,0,1611,0,0.6068027,42.4,123,735,1020,0,2.7,1010,0.0574257,0.119802,0.239604,0.3306931,0,0.005940594,10087
44133,44,31.42148,0,5.699305,17.09791,194.7494,96.61591,12.5502,0,0,16715,84.6,0.5005032,38.6,947,5962,11010,53,4.2,36304,0.0694965,0.1239533,0.2177171,0.3572885,0,0.023468488,12899
44134,44,35.59119,0,61.88119,61.88119,145.5604,156.2112,0,0,,4182,87.2,0.5166144,39.6,279,1595,2369,0,0.2,4122,0.0570112,0.1101407,0.2426007,0.3393984,0,0,11372
44135,44,38.97181,0,0,0,39.71406,79.42812,0,0,0,610,0,0.4772727,29.8,43,308,345,0,6.9,354,0.1016949,0.1581921,0.319209,0.1327684,0,0,12027
44136,44,51.75476,0,46.92633,46.92633,163.0859,177.2672,0,0,0,2370,0,0.3492334,30.2,158,1174,1318,0,7.7,3119,0.069253,0.1183072,0.2084001,0.3501122,0,0.020198782,7931
44137,44,43.71518,3.157363,15.78681,28.41627,102.0355,87.62373,24.01537,3.324689,0,29914,75.5,0.4938136,38.7,1923,17296,12832,84.2,3.4,30274,0.1652573,0.1557112,0.2195613,0.1711369,0,0.033890467,9580
44138,44,40.40852,0,0,25.31646,175.9379,108.6675,0,0,0,8135,89.7,0.5458908,32.9,614,3334,4521,0,7.1,4837,0.0578871,0.1325202,0.2075667,0.3252016,0,0.069878024,9241
44139,44,46.00185,0,19.65795,25.27451,143.9142,96.55938,16.14466,0,0,34888,83.7,0.5301363,31,2347,13721,20681,61.3,18.6,43949,0.0957701,0.140572,0.2376618,0.2644884,0,0.148217252,10511
44140,44,36.3123,0,47.64457,59.55571,118.1151,105.682,12.63584,0,0,22358,80.3,0.4880158,33.2,1636,10639,11206,33,7.6,15072,0.0725849,0.1366773,0.2148355,0.2726911,0,0.047903397,9362
44141,44,40.63229,0,10.01703,20.03406,89.0461,84.09909,17.48863,0,0,9451,88.1,0.5014201,34.1,602,3873,5588,53.7,3,13521,0.0863841,0.1312773,0.2530138,0.2574514,0,0.019451224,10586
44142,44,64.89895,0,17.44896,17.44896,157.1191,78.55953,0,0,0,6192,67.8,0.5010033,20.3,580,2990,2805,66.3,0.1,5254,0.0833651,0.1170537,0.2575181,0.237343,0,0.000570994,8130
44143,44,53.52906,0,22.5276,37.54599,174.9512,94.6088,0,0,0,20342,91.2,0.5889157,17.8,1496,7867,12133,30.4,10.4,18690,0.070626,0.1318887,0.2194221,0.3332263,0,0.072873194,10294
44144,44,53.44205,0,12.67427,25.34854,165.1634,114.8963,0,0,0,9180,86.7,0.5768799,17.3,621,3564,5380,31.5,23.9,12854,0.0700171,0.155438,0.2247549,0.2490275,0,0.138167108,10252
44145,44,66.41579,0,45.36519,45.36519,176.7695,167.9311,0,0,0,9836,88.8,0.5890481,23.5,735,3908,5906,0,38.1,12665,0.0716936,0.1350178,0.2204501,0.3138571,0,0.127358863,10385
44146,44,43.95302,2.410277,31.33361,53.0261,131.5112,139.4379,0,2.949418,0,31710,87.9,0.5335799,27.1,2324,15143,16715,48.5,23.4,52726,0.0871676,0.1584418,0.2537268,0.2076774,0,0.129632439,9928
44147,44,55.06815,7.140307,28.56123,42.84184,154.7098,105.742,0,0,22.67574,20020,69.9,0.4823501,24.4,1609,8272,12594,30,28.4,20946,0.0689392,0.1505299,0.2325981,0.2855438,0,0.197507877,9745
44148,44,22.51108,0,30.80715,30.80715,98.63554,78.08647,0,0,,3446,89.1,0.5311653,38.8,225,1476,1994,0,0,3143,0.0509068,0.1473115,0.2456252,0.2615336,0,0,11997
44149,44,49.96718,0,13.83891,13.83891,88.26125,97.45513,0,0,0,7617,74.2,0.5058487,27,681,3847,3853,0,0.2,9556,0.0708455,0.1343658,0.2418376,0.2777313,0,0,10055
44150,44,36.06038,0,0,0,158.8912,97.77919,0,0,0,5445,93,0.5217853,35.3,281,1882,3465,50.7,0.9,11631,0.0433325,0.0883845,0.1960279,0.5087267,0,0,12448
44151,44,22.32143,0,0,0,303.0303,151.5152,0,0,,224,0,0.4247788,,11,113,120,0,4.4,107,0,0.2242991,0.2429907,0.2336449,0,0,12482
44152,44,25.10565,1.670462,24.50011,39.53428,104.1494,103.7966,8.274036,1.885322,0,157980,81.1,0.4956389,47.3,9436,84039,73262,86.9,7.9,222636,0.1611285,0.179113,0.2225875,0.1724205,0.844634291,0.075616702,12008
44153,44,38.17041,0,0,0,108.6471,100.8866,0,0,0,10519,75.3,0.4777965,30.9,817,5337,5407,27.6,6.1,6758,0.0806452,0.1528559,0.2129328,0.2482983,0,0.033145901,9909
44154,44,39.51495,0,29.07399,58.14799,191.2883,121.5815,0,0,0,8911,83.8,0.5677764,37.7,587,3364,5501,60.6,3.6,8778,0.0684666,0.1204147,0.2251082,0.3129414,0,0.018455229,8847
44155,44,30.87914,2.284113,23.6025,38.06855,133.3826,98.05269,6.546216,1.958998,3.520259,150637,88.3,0.5050284,38.4,8728,69804,82854,80.5,16,189123,0.1425792,0.1557716,0.2225589,0.2180909,0.763381503,0.155787503,11185
44156,44,45.20548,0,0,0,103.5733,103.5733,0,0,0,1095,0,0.4515464,45,82,485,621,0,0,817,0.0722154,0.1493268,0.253366,0.2827417,0,0,13485
44157,44,55.44765,31.87759,15.9388,63.75518,173.023,105.6351,0,22.44669,55.74136,6971,86.3,0.5305372,24.3,496,2718,4155,0,33.1,10931,0.1729027,0.1843381,0.1927546,0.2350197,0,0.235568567,8767
44158,44,58.85474,0,39.9361,93.18424,164.6551,167.6763,0,0,0,8103,85.4,0.5781295,27.8,578,3475,4431,38.3,52.3,9984,0.0611979,0.1308093,0.2433894,0.3170072,0,0.309495192,9197
44159,44,25.69275,0,18.78993,18.78993,112.4525,105.8376,27.45744,0,0,4917,74,0.4344069,32.4,379,2546,2534,0,4.1,4956,0.0847458,0.1378127,0.2340597,0.1997579,0,0.020581114,9867
44160,44,41.02041,0,0,0,150.9719,117.0032,0,0,0,3932,89.7,0.6641061,33.3,271,1432,2393,0,0.6,3423,0.0651475,0.1113059,0.2287467,0.3616711,0,0.003797838,8575
44161,44,41.10354,3.15348,28.38132,44.14872,86.32715,125.8328,5.309546,3.858322,0,26022,85.2,0.5394355,31.4,1873,12400,13297,59.6,20.7,36928,0.077773,0.1695732,0.2369476,0.2012023,0,0.138946057,11374
44162,44,68.55425,0,2.753456,19.27419,102.459,81.2606,24.667,0,0,14585,74.1,0.4973015,20.9,1171,7782,6433,83.4,0.2,36378,0.1120732,0.1383803,0.211309,0.1598769,0,0.001731816,5184
44163,44,49.08435,0,30.8438,35.25005,110.3987,98.36808,6.930007,0,0,18638,82.6,0.5647577,28.2,1520,9080,9498,39.7,0.9,27312,0.0852739,0.1403412,0.2443981,0.2341096,0,0.002123609,9820
44164,44,43.9658,0,0,0,204.4409,119.2572,65.87615,0,0,3071,0,0.4749568,34.1,195,1158,1809,0,1.3,2252,0.0599467,0.1181172,0.2246892,0.3539076,0,0.001776199,9318
44165,44,15.92846,2.737963,21.90371,39.70047,100.5397,95.11055,7.32118,1.545404,12.75348,68058,86.6,0.4540617,60.5,3973,36266,33844,93.4,9.3,106611,0.0834623,0.1842962,0.2432019,0.1746536,0.872405287,0.07781561,15417
44166,44,49.06969,0,21.86748,38.2681,149.2742,121.1997,28.63688,0,0,22233,85.9,0.5356556,27.1,1527,9129,13126,45.5,18.1,22946,0.0713414,0.1302624,0.2325896,0.2795694,0,0.128519132,10341
44167,44,41.81299,36.44315,72.8863,109.3294,180.6551,142.1548,0,37.09199,,4560,97.7,0.6502732,30.4,298,1464,3043,0,0,4531,0.0496579,0.1202825,0.2147429,0.3760759,0,0.001324211,10374
44168,44,36.55989,12.51721,75.10326,100.1377,187.3521,101.8932,0,13.52448,0,11515,85.5,0.5442391,30.7,831,5086,6077,57.4,7.4,8016,0.067989,0.125,0.2120758,0.3221058,0,0.04752994,9581
44169,44,36.01958,0,24.20331,48.40662,123.054,106.8627,0,0,,15353,89.6,0.5283256,28,986,5578,9504,51.7,0,17274,0.0729999,0.1257381,0.2279727,0.327718,0,0,10420
44170,44,43.77424,0.8875871,18.63933,31.06555,73.04029,103.0986,5.544466,0.9465932,0,26733,85.8,0.5502212,29.3,1950,12206,14577,34.2,22.8,182201,0.0862125,0.167436,0.2835715,0.1648729,0.000296376,0.042974517,14283
44172,44,36.87391,7.939659,55.57761,103.2156,123.6662,140.0821,32.82994,0,31.45643,12642,86.9,0.4965862,34.6,906,6005,6729,24.9,26.9,13200,0.0731061,0.1416667,0.2346212,0.2795455,0,0.244166667,10344
44173,44,35.76973,73.52941,0,73.52941,155.2357,162.2918,58.89281,81.43323,0,3092,92.1,0.6068966,30.4,207,1160,1704,0,9.3,1532,0.0639687,0.1122715,0.2173629,0.3805483,0,0.037859008,9004
44174,44,48.34283,6.184101,27.82845,55.65691,119.8608,128.5923,6.193484,4.216207,11.84413,28351,87.1,0.5981471,30.6,1938,12629,15483,45.2,26.8,54753,0.2269099,0.1414352,0.2089383,0.1900353,0,0.164794623,9829
44175,44,45.77119,3.658849,32.92964,47.56504,137.6302,112.2216,10.502,0,15.03081,34241,85.4,0.5568733,28,2420,13829,20718,59.1,24.8,39926,0.0945499,0.1479487,0.2232129,0.2644142,0,0.189851225,10468
44176,44,58.68016,7.894529,15.78906,23.68359,111.5242,101.2691,0,0,25.27167,10714,81.9,0.549969,19.2,836,4833,5337,0,33.2,13569,0.0862997,0.1397303,0.2487287,0.2305255,0,0.223966394,7760
44177,44,25.16898,0,26.66133,39.992,176.5171,92.21042,16.58375,0,0,18972,91.3,0.5006816,38.1,1267,8802,10571,73.4,4,16594,0.088767,0.1344462,0.2393636,0.2581053,0,0.04236471,9738
44178,44,36.73696,1.134992,15.51156,27.23981,107.098,98.02629,5.739408,0.8007174,8.201427,220965,80.3,0.496622,39.7,15478,116193,104553,88.7,4.6,291145,0.0970376,0.1761562,0.2428069,0.1800374,0.885022927,0.043287709,11396
44180,44,20.86285,0,43.47826,43.47826,144.5783,80.32128,0,0,0,1847,92.2,0.6045845,53.6,268,1047,906,0,0.2,2278,0.0443371,0.1325724,0.2159789,0.190518,0,0,10577
44181,44,23.71304,1.261161,16.3951,31.52903,76.44012,103.2975,6.626027,1.413567,0,61148,88.9,0.486446,38.8,4165,32057,29498,66.4,9.9,80509,0.0912817,0.1580444,0.2599461,0.204002,0,0.083916084,11493
44182,44,32.8717,5.024873,20.09949,40.19899,224.5547,113.2316,16.75042,0,105.8201,20655,81.8,0.4814773,37.9,1189,8854,11843,53.9,4.3,25055,0.0778687,0.1444023,0.2358012,0.2749152,0,0.031889842,9979
44183,44,44.86565,0,25.68218,25.68218,120.2324,129.5407,9.187799,0,0,17139,88.1,0.5739281,29.4,1326,7487,9349,31.2,30.7,22035,0.0855911,0.1381892,0.2442024,0.253052,0,0.18375312,10695
44184,44,28.93973,0,17.09402,34.18803,121.439,94.16196,0,0,0,23558,91.5,0.5430176,36.9,1555,10147,13244,43.1,1.9,64785,0.0837231,0.1586633,0.2799105,0.1965115,0.019140233,0.009755345,12966
44185,44,25.35267,8.19135,49.1481,65.5308,82.33508,108.1657,0,8.511363,0,10186,85.6,0.4826876,43,735,4852,4641,0,2.5,9863,0.0845584,0.1544155,0.22701,0.2068336,0,0.026868093,9087
44186,44,29.55596,0,25.9656,38.94839,128.3491,130.8174,0,0,0,11595,87.9,0.5057526,39.4,843,6258,5836,53.3,0.7,14675,0.0787734,0.1454855,0.2372061,0.1914821,0,0.005247019,9133
44187,44,55.85077,5.309828,37.1688,47.78846,150.924,143.0153,11.17069,0,22.74278,14350,92.4,0.5671766,21.9,1113,6014,7668,24.5,29.3,30687,0.0733861,0.118617,0.2234497,0.3360055,0,0.12627497,9974
44188,44,18.05331,4.786005,21.53703,45.46705,130.4961,119.5384,13.49418,4.128762,11.28159,115984,75.5,0.4179622,48,7349,60594,57736,97.7,6.7,97874,0.1032756,0.174694,0.2202321,0.2168502,0.936183256,0.088103071,10230
44189,44,52.88383,0,0,0,151.9757,132.5745,0,0,,4995,98.2,0.5608938,37.6,446,2685,2798,51.3,0,6637,0.0973331,0.1203857,0.2220883,0.237758,0,0.001657375,6347
44190,44,53.03127,0,0,57.32301,126.6494,85.4147,0,0,0,3134,93.1,0.5893358,17.1,246,1069,1924,0,10.2,6715,0.0688012,0.1353686,0.243038,0.2987342,0,0.040208489,10711
44192,44,18.70757,0,0,0,50.58634,82.77765,0,0,0,3987,90.2,0.4939632,43.3,245,1905,1983,70.5,6.9,4514,0.0921577,0.1643775,0.2284005,0.1360213,0,0.014178113,10243
44193,44,57.10117,0,51.02041,51.02041,214.4528,129.9714,0,0,,2056,0,0.4600639,20.4,136,939,1150,0,0.2,2412,0.0903814,0.0891376,0.2417081,0.356136,0,0,8184
44194,44,57.46837,0,15.35627,23.0344,129.0346,110.6011,35.94536,0,0,15496,86.3,0.5788008,24.5,1199,6104,9412,24.6,24.4,14317,0.0808829,0.1168541,0.2293777,0.3296082,0,0.200181602,8482
44195,44,38.12636,0,10.71065,26.77663,83.7483,112.0416,14.44878,0,0,17855,77.6,0.459804,36.3,1227,9491,8211,72.1,3.5,15852,0.0980949,0.1583396,0.2210447,0.1870426,0,0.026053495,7765
44196,44,41.3426,0,11.82732,23.65464,122.1347,134.5252,12.26392,0,0,11103,84.2,0.532267,33,860,5377,5418,45,9.3,7976,0.0836259,0.1339017,0.2427282,0.258651,0,0.075977934,10496
44197,44,18.66197,0,0,0,27.34108,150.3759,0,0,,1136,0,0.4507338,45.9,74,477,636,0,0.1,1025,0.044878,0.1521951,0.2839024,0.2185366,0,0,15679
44198,44,59.42214,0,8.011537,24.03461,184.0227,146.1958,0,0,0,16452,83.2,0.5561005,21.9,1217,6729,9065,31.4,40.5,15511,0.0788473,0.1302302,0.2167494,0.2889562,0,0.277738379,9705
44199,44,41.57676,8.888099,44.44049,88.88099,83.64245,87.27908,0,9.628345,0,6090,77.2,0.5113459,30.3,445,2556,3312,0,23.5,25604,0.07616,0.1655601,0.3101859,0.1538822,0.568973598,0.032221528,17982
44200,44,37.00165,0,51.15613,51.15613,175.0992,94.28417,0,0,0,15209,84.5,0.5237723,32.1,1088,6394,8633,55.3,2.7,11294,0.0756154,0.1323712,0.218346,0.3010448,0,0.019922083,9602
44201,44,42.0497,0,12.2564,30.64101,121.4284,115.8753,13.80072,0,0,36707,92.1,0.5737705,33.3,2602,15433,21057,32.3,29,43735,0.07502,0.1443009,0.2398537,0.2615068,0,0.204618726,10127
44202,44,57.11794,0,78.48061,94.17673,135.0486,124.6602,0,0,0,7453,92.8,0.5715693,17.5,595,3046,4131,0,25.9,9586,0.0596704,0.1113082,0.2082203,0.4091383,0,0.116002504,10539
44203,44,65.57289,0,14.63272,43.89816,121.4266,137.0386,0,0,0,7436,81.9,0.5524394,21.3,608,3423,4141,33.5,39,7999,0.0746343,0.1232654,0.2072759,0.3474184,0,0.280410051,8151
44204,44,65.79697,0,10.99022,21.98044,138.2591,115.9593,0,0,0,6324,87.2,0.603624,14.4,524,2649,3365,0,52.1,16372,0.0700586,0.1296726,0.2462741,0.2869533,0,0.155509406,9657
44205,44,52.36835,0,13.07895,22.88816,111.2753,102.3221,2.648866,0,0,44678,69.2,0.4915325,27.8,3589,23856,20201,60.3,1.8,58749,0.0914399,0.1500111,0.2437148,0.1900628,0.207799282,0.013498102,9425
44206,44,42.58212,0,23.98657,23.98657,203.3898,104.1162,0,0,0,6582,87.6,0.6378054,29,458,2333,4086,42.8,0.7,5401,0.0657286,0.1268284,0.2173672,0.3338271,0,0.001851509,10785
44207,44,30.67199,0,40.98361,81.96722,91.99103,126.4877,52.74261,0,0,3006,85.5,0.5419255,37.2,203,1288,1546,0,2.8,2990,0.0578595,0.1391304,0.2341137,0.2424749,0,0.009698997,10615
44208,44,21.14851,0,31.02699,43.43779,158.5186,97.54993,6.755844,0,0,20584,85.4,0.479543,40.6,1409,10241,10470,68,2.8,18634,0.0862939,0.1660942,0.2224965,0.2221745,0,0.051840721,10333
44209,44,24.41775,0,0,0,143.9667,90.92632,52.74261,0,0,4087,96.4,0.5385135,42.6,248,1480,2571,0,3.2,3316,0.0503619,0.1423402,0.2240651,0.3112183,0,0.005428227,11487
44210,44,54.4879,5.38619,21.54476,26.93095,167.0516,139.0987,0,7.623694,0,20584,83.8,0.5424185,23,1544,8534,11752,22,25.6,22034,0.077925,0.1361532,0.2244713,0.2954525,0,0.215893619,9510
44212,44,32.62888,1.867379,21.47486,32.67913,103.7471,108.3752,7.235366,1.313715,3.271609,86602,91,0.5261629,41.2,5584,39923,47695,59.9,27,151309,0.1006814,0.1595279,0.2461453,0.2260474,0.52790647,0.208130382,12742
44213,44,45.80897,0,60.22282,90.33424,129.1885,109.0028,0,0,,2614,0,0.5948661,25.1,156,896,1704,0,0.1,5360,0.0781716,0.1589552,0.2544776,0.188806,0,0,11892
44214,44,80.71004,0,18.55689,40.2066,105.3619,84.59716,7.2812,0,,16727,79.9,0.5363617,18.5,1457,9268,7528,34,0,40518,0.1217484,0.1465768,0.2082531,0.1293006,0,0.000123402,4152
44215,44,25.05256,25.9437,51.88741,77.83111,180.5657,113.8019,0,27.60143,0,9090,92.4,0.5079412,40.5,526,3337,5697,70.6,4.4,9010,0.0668147,0.1336293,0.2287458,0.2985572,0,0.031187569,10343
44216,44,23.83178,0,0,0,186.2445,79.81908,0,0,,1284,0,0.4913295,49.2,89,519,656,0,0.8,1438,0.066064,0.1835883,0.2225313,0.1968011,0,0,12698
44217,44,28.92071,0,0,0,200.4599,218.1475,0,0,0,2863,95.7,0.5448169,31.7,221,1283,1793,0,3.9,2013,0.0655738,0.147541,0.2106309,0.3229011,0,0.034277198,10240
44218,44,33.01047,0,41.45078,41.45078,76.19839,121.2247,0,0,0,3820,77,0.4942779,37.7,290,1835,1957,70.1,0.9,4135,0.086578,0.1436518,0.2652963,0.2002418,0,0,10926
44219,44,27.31783,0,21.06372,21.06372,112.4432,117.4039,13.2908,0,0,10883,84,0.5276179,41.2,809,5214,5423,41.6,4.1,8133,0.0590188,0.1354974,0.2191073,0.2767736,0,0.045985491,9692
44220,44,19.88344,3.539601,14.8391,32.26483,96.15567,90.67268,7.218132,3.729577,2.770825,539392,85.8,0.4837131,46.8,30975,261314,292211,94.6,11,1170103,0.109328,0.2113045,0.2568595,0.1519131,0.955086005,0.120085155,15178
44221,44,20.43288,2.200244,15.40171,33.00366,121.3066,91.52011,4.774181,2.417094,0,100787,83.5,0.4710972,50.8,5711,52936,50431,90.4,4.5,119655,0.1309766,0.17451,0.2242948,0.1980778,0.894672183,0.062379341,11791
44222,44,42.70872,0,0,0,210.43,128.0878,0,0,,2699,0,0.475039,31.2,176,1282,1361,0,0.3,1410,0.0560284,0.1446809,0.2617021,0.2382979,0,0,10146
44223,44,28.63639,6.820817,34.10408,47.74572,102.157,125.6414,8.185986,0,138.3126,16724,77,0.4805025,34.8,1178,8437,7947,63.2,3.7,13218,0.0784536,0.1460887,0.2151611,0.2299138,0,0.031623544,10859
44224,44,22.18638,0,0,72.46377,220.7641,116.5144,0,0,,2812,0,0.5149403,37.1,173,1004,1792,0,0.1,1880,0.0553191,0.1409574,0.2329787,0.3340425,0,0,10505
44225,44,37.14758,0,22.73244,34.09866,150.6974,117.2916,0,0,0,16969,87.7,0.5185026,30.5,1209,6972,9928,47.8,17.5,24009,0.0905077,0.1519847,0.2334541,0.2351618,0,0.13440793,11163
44226,44,30.13602,2.916855,23.33484,39.37754,137.2522,97.5577,4.909903,3.076828,0,64794,86.2,0.5023197,41.1,4101,30823,34563,91,4.8,98458,0.1244388,0.165238,0.2294176,0.2106787,0.867730403,0.040342075,11482
44227,44,29.30917,1.889633,21.1009,33.38351,74.05955,83.18436,5.541833,1.883601,2.103182,212545,82.1,0.5423217,48.2,12545,109400,107062,88.2,12.7,576407,0.1541827,0.22549,0.2498599,0.1304877,0.904152795,0.109101729,15123
44228,44,55.34774,0,88.4043,103.1384,111.165,164.399,0,0,0,7612,83.7,0.5803416,21.2,595,2869,4606,0,26.9,11445,0.0684142,0.1267803,0.2160769,0.3504587,0,0.143730887,9605
44229,44,54.62051,16.38002,24.57002,40.95004,154.0399,116.2565,29.18856,20.95557,0,10675,85.5,0.5314445,24.7,825,4659,5899,0,20.9,16646,0.0705875,0.1227322,0.2296648,0.3262646,0,0.119788538,9733
44230,44,41.77653,4.312575,30.18803,43.12576,128.2689,106.2315,7.84683,0,23.96358,20284,88.9,0.583139,29.4,1448,8576,11067,25.8,25.9,31370,0.0901817,0.145298,0.2445967,0.2424928,0,0.123844437,10254
44231,44,21.6425,0,0,20.98636,101.6113,141.53,0,0,0,6344,82.9,0.4860854,44.6,447,3234,3063,54.1,4.4,4447,0.0726332,0.1571846,0.2462334,0.1655048,0,0.02900832,9500
44232,44,46.72184,4.582531,18.33013,36.66025,153.553,109.3362,0,4.6151,0,17286,80.5,0.5423457,29.9,1310,8100,8551,61.2,0.9,23340,0.1119109,0.1434019,0.2107969,0.2144816,0,0.001670951,8625
44233,44,44.18505,0,9.932706,24.83176,105.3666,85.27094,11.09632,0,0,24476,78.8,0.4344628,38.2,1562,13458,11094,76.1,3,38721,0.1143049,0.1606105,0.2206555,0.1740399,0,0.020738101,7904
44234,44,40.89387,4.279906,17.11962,29.95934,152.3933,101.913,0,4.52714,0,19140,84.6,0.5465889,24.2,1318,7373,11808,0,7.5,37944,0.0742937,0.1267394,0.2483133,0.2938277,0,0.036053131,10130
44235,44,35.92762,1.588562,19.06275,36.53693,79.52948,91.74479,2.798769,1.729745,0,46732,83.2,0.5001492,36.2,3162,23459,23225,71.1,8.6,74361,0.086618,0.1650731,0.2543672,0.1884859,0.740119149,0.066096475,12196
44236,44,53.43881,0,37.97769,47.47211,83.72285,66.89413,0,0,0,21286,74,0.5117454,25.9,1137,11281,11499,55.9,32.6,50917,0.1917434,0.2098317,0.2484632,0.1576487,0,0.242139168,10090
44237,44,49.35139,0,21.32803,42.65605,155.7617,104.4984,0,0,0,12338,92.5,0.6903739,36.5,866,6285,5829,0,53.6,23390,0.206413,0.1397606,0.2234716,0.1812313,0.034074391,0.375459598,10294
44238,44,20.44869,0,29.21841,43.82761,75.13981,157.6704,0,0,0,14882,84.2,0.4718086,42.3,1021,7857,7384,57.4,2.5,13115,0.0869996,0.1507434,0.2371331,0.1926039,0,0.035455585,9971
44239,44,51.8071,6.083095,24.33238,66.91405,125.962,111.4279,0,0,19.35734,19371,72.6,0.5051438,20.8,1325,7582,11579,40.4,31.9,26154,0.1150876,0.1471286,0.2168693,0.2677602,0,0.209069358,11036
44240,44,60.02448,0.8791518,7.033215,23.7371,125.5721,72.97856,13.96202,0.8823711,0,66506,80.3,0.5297295,25.3,4857,33872,29324,93.7,0.3,133239,0.1206704,0.1630003,0.2059982,0.1426159,0.928271752,0.000743026,6771
44241,44,45.16455,5.656269,22.62507,48.07828,122.4697,93.40906,7.199424,6.888475,0,38855,82.7,0.5210112,26.8,2969,18395,19479,35.2,20.5,39955,0.0831435,0.1523464,0.2294832,0.2334877,0,0.158253035,10911
44242,44,26.80755,0,0,18.88931,149.685,124.7375,0,0,0,8423,89.7,0.5329434,34,564,3248,4744,39.2,3.7,5879,0.0554516,0.1236605,0.2311618,0.3202926,0,0.026535125,10370
44243,44,20.79062,0.996681,19.93362,31.89379,113.0866,94.28326,9.184905,1.137061,0,124566,78.1,0.4098316,46.5,7351,62533,64501,95.3,7,122378,0.1212718,0.1746964,0.2244112,0.21682,0.786661001,0.09060452,11635
44244,44,31.7923,0,16.27472,48.82415,159.9971,126.3613,0,0,0,18093,88.4,0.5332322,30.7,1206,7252,10703,68.4,9.2,15121,0.0878249,0.1465511,0.2243238,0.2783546,0,0.089875008,9823
44245,44,63.82624,0,4.992761,24.9638,142.5009,86.36417,16.78979,0,0,20543,70.2,0.504347,22.2,1563,10812,8528,46.7,0.5,17705,0.0960181,0.1417114,0.1991528,0.1953685,0,0.004518498,6074
44246,44,45.56001,1.552313,18.62776,32.59857,79.58846,74.28255,4.692192,1.682454,0,36175,83.4,0.5507692,25.8,2445,14950,19912,41.8,13.9,139551,0.0916224,0.1980423,0.2698583,0.1314573,0.29999785,0.049078831,13490
44247,44,53.17091,0,19.88335,39.7667,117.7555,91.1325,11.11111,0,0,13758,74,0.4952692,18,1093,6130,6911,0,1.9,22650,0.0850773,0.152936,0.2446358,0.2091832,0,0.009094923,9728
44249,44,29.69477,0,18.04403,31.57705,93.63296,108.131,21.40869,0,0,17516,88.1,0.5297553,32.3,1180,7192,9986,39.9,0.8,34679,0.0816344,0.1578477,0.2641368,0.2113094,0,0.014446783,11307
44250,44,40.28643,0,17.53361,75.97896,133.7378,114.285,11.6877,0,0,18029,92.8,0.6442659,27.8,1389,6845,10890,32.8,15.5,29380,0.078659,0.1230429,0.229612,0.3297481,0,0.080939415,10937
44251,44,15.82936,0,23.81236,35.71854,79.27496,119.9837,0,0,0,8217,82.9,0.4773098,44.3,607,4297,3894,53.6,1,8786,0.0866151,0.1735716,0.2334396,0.1626451,0,0.008650125,10592
44252,44,23.24138,0,21.81184,21.81184,258.5609,98.95538,9.567547,0,0,17413,87.4,0.5115507,33.7,1040,7229,10411,71.7,1.5,18126,0.0711685,0.147247,0.230939,0.2877634,0,0.01930928,11368
44253,44,75.67899,0,16.76727,50.30181,86.10715,134.5424,0,0,,4205,66.8,0.469526,13.2,328,2215,2096,0,0.4,9279,0.0925746,0.1329885,0.1985128,0.2228688,0,0,6541
44254,44,75.8392,0,0,21.16402,131.887,92.32088,0,0,0,12514,70.2,0.5222921,18.2,1098,6841,5392,71.7,0.5,12162,0.1139615,0.1455353,0.2033383,0.1792468,0,0.024338102,4818
45001,45,16.91028,0,21.41786,21.41786,93.24371,135.9804,0,0,0,4451,99.2,0.6764123,50.7,360,2018,2234,0,0,4765,0.0669465,0.1133263,0.2031479,0.2566632,0,0,8558
45003,45,20.5874,0,12.71964,25.43928,94.71939,68.40845,4.198153,0,0,36220,96,0.6932381,60.6,2396,19181,15959,59.4,0,70183,0.1650827,0.1638146,0.1768662,0.1292621,0.718165368,0.003277147,9544
